,dates,Price
999,2018-01-04,2723.99
1000,2018-01-05,2742.98
1001,2018-01-08,2747.7
1002,2018-01-09,2751.3
1003,2018-01-10,2748.22
1004,2018-01-11,2767.55
1005,2018-01-12,2786.23
1006,2018-01-16,2776.43
1007,2018-01-17,2802.57
1008,2018-01-18,2798.07
1009,2018-01-19,2810.29
1010,2018-01-22,2832.97
1011,2018-01-23,2839.16
1012,2018-01-24,2837.6
1013,2018-01-25,2839.28
1014,2018-01-26,2872.82
1015,2018-01-29,2853.5
1016,2018-01-30,2822.46
1017,2018-01-31,2823.89
1018,2018-02-01,2821.99
1019,2018-02-02,2761.94
1020,2018-02-05,2648.98
1021,2018-02-06,2695.16
1022,2018-02-07,2681.66
1023,2018-02-08,2581.03
1024,2018-02-09,2619.58
1025,2018-02-12,2655.98
1026,2018-02-13,2662.97
1027,2018-02-14,2698.66
1028,2018-02-15,2731.2
1029,2018-02-16,2732.22
1030,2018-02-20,2716.23
1031,2018-02-21,2701.39
1032,2018-02-22,2703.96
1033,2018-02-23,2747.36
1034,2018-02-26,2779.6
1035,2018-02-27,2744.28
1036,2018-02-28,2713.78
1037,2018-03-01,2677.49
1038,2018-03-02,2691.26
1039,2018-03-05,2720.94
1040,2018-03-06,2728.13
1041,2018-03-07,2726.85
1042,2018-03-08,2738.97
1043,2018-03-09,2786.56
1044,2018-03-12,2783.03
1045,2018-03-13,2765.31
1046,2018-03-14,2749.5
1047,2018-03-15,2747.33
1048,2018-03-16,2751.83
1049,2018-03-19,2712.92
1050,2018-03-20,2716.94
1051,2018-03-21,2711.92
1052,2018-03-22,2643.69
1053,2018-03-23,2588.26
1054,2018-03-26,2658.55
1055,2018-03-27,2612.63
1056,2018-03-28,2605.0
1057,2018-03-29,2641.92
1058,2018-04-02,2581.83
1059,2018-04-03,2614.43
1060,2018-04-04,2644.68
1061,2018-04-05,2662.82
1062,2018-04-06,2604.45
1063,2018-04-09,2613.16
1064,2018-04-10,2656.87
1065,2018-04-11,2642.19
1066,2018-04-12,2663.98
1067,2018-04-13,2656.31
1068,2018-04-16,2677.84
1069,2018-04-17,2706.38
1070,2018-04-18,2708.64
1071,2018-04-19,2693.12
1072,2018-04-20,2670.15
1073,2018-04-23,2670.28
1074,2018-04-24,2634.53
1075,2018-04-25,2639.4
1076,2018-04-26,2667.12
1077,2018-04-27,2669.96
1078,2018-04-30,2648.07
1079,2018-05-01,2654.73
1080,2018-05-02,2635.68
1081,2018-05-03,2629.72
1082,2018-05-04,2663.46
1083,2018-05-07,2672.61
1084,2018-05-08,2671.92
1085,2018-05-09,2697.79
1086,2018-05-10,2723.05
1087,2018-05-11,2727.73
1088,2018-05-14,2730.13
1089,2018-05-15,2711.44
1090,2018-05-16,2722.48
1091,2018-05-17,2720.12
1092,2018-05-18,2713.02
1093,2018-05-21,2733.02
1094,2018-05-22,2724.47
1095,2018-05-23,2733.28
1096,2018-05-24,2727.79
1097,2018-05-25,2721.31
1098,2018-05-29,2689.86
1099,2018-05-30,2724.05
1100,2018-05-31,2705.31
1101,2018-06-01,2734.58
1102,2018-06-04,2746.87
1103,2018-06-05,2748.81
1104,2018-06-06,2772.35
1105,2018-06-07,2770.36
1106,2018-06-08,2778.98
1107,2018-06-11,2782.0
1108,2018-06-12,2786.85
1109,2018-06-13,2775.63
1110,2018-06-14,2782.52
1111,2018-06-15,2779.44
1112,2018-06-18,2773.87
1113,2018-06-19,2762.58
1114,2018-06-20,2767.32
1115,2018-06-21,2749.77
1116,2018-06-22,2754.89
1117,2018-06-25,2717.08
1118,2018-06-26,2723.06
1119,2018-06-27,2699.65
1120,2018-06-28,2716.32
1121,2018-06-29,2718.56
1122,2018-07-02,2726.62
1123,2018-07-03,2713.22
1124,2018-07-05,2736.66
1125,2018-07-06,2759.79
1126,2018-07-09,2784.19
1127,2018-07-10,2793.82
1128,2018-07-11,2774.03
1129,2018-07-12,2798.31
1130,2018-07-13,2801.28
1131,2018-07-16,2798.44
1132,2018-07-17,2809.58
1133,2018-07-18,2815.63
1134,2018-07-19,2804.52
1135,2018-07-20,2801.83
1136,2018-07-23,2806.96
1137,2018-07-24,2820.38
1138,2018-07-25,2846.05
1139,2018-07-26,2837.44
1140,2018-07-27,2818.85
1141,2018-07-30,2802.6
1142,2018-07-31,2816.24
1143,2018-08-01,2813.42
1144,2018-08-02,2827.27
1145,2018-08-03,2840.35
1146,2018-08-06,2850.45
1147,2018-08-07,2858.46
1148,2018-08-08,2857.72
1149,2018-08-09,2853.58
1150,2018-08-10,2833.28
1151,2018-08-13,2821.95
1152,2018-08-14,2839.98
1153,2018-08-15,2818.41
1154,2018-08-16,2840.69
1155,2018-08-17,2850.14
1156,2018-08-20,2857.05
1157,2018-08-21,2862.89
1158,2018-08-22,2861.83
1159,2018-08-23,2856.98
1160,2018-08-24,2874.7
1161,2018-08-27,2896.71
1162,2018-08-28,2897.55
1163,2018-08-29,2914.03
1164,2018-08-30,2901.13
1165,2018-08-31,2901.45
1166,2018-09-04,2896.71
1167,2018-09-05,2888.64
1168,2018-09-06,2878.08
1169,2018-09-07,2871.71
1170,2018-09-10,2877.15
1171,2018-09-11,2887.91
1172,2018-09-12,2888.91
1173,2018-09-13,2904.18
1174,2018-09-14,2905.01
1175,2018-09-17,2888.84
1176,2018-09-18,2904.32
1177,2018-09-19,2907.93
1178,2018-09-20,2930.75
1179,2018-09-21,2929.22
1180,2018-09-24,2919.37
1181,2018-09-25,2915.58
1182,2018-09-26,2905.99
1183,2018-09-27,2914.0
1184,2018-09-28,2913.93
1185,2018-10-01,2924.61
1186,2018-10-02,2923.41
1187,2018-10-03,2925.51
1188,2018-10-04,2901.6
1189,2018-10-05,2885.57
1190,2018-10-08,2884.53
1191,2018-10-09,2880.35
1192,2018-10-10,2785.8
1193,2018-10-11,2728.37
1194,2018-10-12,2767.04
1195,2018-10-15,2750.79
1196,2018-10-16,2810.03
1197,2018-10-17,2809.21
1198,2018-10-18,2769.07
1199,2018-10-19,2767.78
1200,2018-10-22,2755.88
1201,2018-10-23,2740.68
1202,2018-10-24,2656.18
1203,2018-10-25,2705.6
1204,2018-10-26,2658.54
1205,2018-10-29,2641.06
1206,2018-10-30,2682.65
1207,2018-10-31,2711.68
1208,2018-11-01,2740.35
1209,2018-11-02,2722.76
1210,2018-11-05,2738.32
1211,2018-11-06,2755.53
1212,2018-11-07,2813.87
1213,2018-11-08,2806.84
1214,2018-11-09,2781.14
1215,2018-11-12,2726.23
1216,2018-11-13,2722.02
1217,2018-11-14,2701.67
1218,2018-11-15,2730.29
1219,2018-11-16,2736.16
1220,2018-11-19,2690.7
1221,2018-11-20,2641.88
1222,2018-11-21,2650.0
1223,2018-11-23,2632.56
1224,2018-11-26,2673.45
1225,2018-11-27,2682.11
1226,2018-11-28,2743.77
1227,2018-11-29,2737.8
1228,2018-11-30,2760.16
1229,2018-12-03,2790.37
1230,2018-12-04,2700.06
1231,2018-12-06,2695.95
1232,2018-12-07,2632.99
1233,2018-12-10,2637.72
1234,2018-12-11,2636.78
1235,2018-12-12,2651.07
1236,2018-12-13,2650.54
1237,2018-12-14,2599.95
1238,2018-12-17,2545.94
1239,2018-12-18,2546.16
1240,2018-12-19,2506.96
1241,2018-12-20,2467.41
1242,2018-12-21,2416.63
1243,2018-12-24,2351.1
1244,2018-12-26,2467.7
1245,2018-12-27,2488.83
1246,2018-12-28,2485.74
1247,2018-12-31,2506.85
1248,2019-01-02,2510.03
1249,2019-01-03,2447.89
1250,2019-01-04,2531.94
1251,2019-01-07,2549.69
1252,2019-01-08,2574.41
1253,2019-01-09,2584.96
1254,2019-01-10,2596.63
1255,2019-01-11,2596.26
1256,2019-01-14,2582.61
1257,2019-01-15,2610.3
1258,2019-01-16,2616.1
1259,2019-01-17,2635.96
1260,2019-01-18,2670.71
1261,2019-01-22,2632.9
1262,2019-01-23,2638.7
1263,2019-01-24,2642.33
1264,2019-01-25,2664.76
1265,2019-01-28,2643.85
1266,2019-01-29,2640.0
1267,2019-01-30,2681.05
1268,2019-01-31,2704.1
1269,2019-02-01,2706.53
1270,2019-02-04,2724.87
1271,2019-02-05,2737.7
1272,2019-02-06,2731.61
1273,2019-02-07,2706.04
1274,2019-02-08,2707.88
1275,2019-02-11,2709.8
1276,2019-02-12,2744.73
1277,2019-02-13,2753.03
1278,2019-02-14,2745.73
1279,2019-02-15,2775.6
1280,2019-02-19,2779.76
1281,2019-02-20,2784.7
1282,2019-02-21,2774.88
1283,2019-02-22,2792.67
1284,2019-02-25,2796.11
1285,2019-02-26,2793.9
1286,2019-02-27,2792.38
1287,2019-02-28,2784.49
1288,2019-03-01,2803.69
1289,2019-03-04,2792.81
1290,2019-03-05,2789.65
1291,2019-03-06,2771.45
1292,2019-03-07,2748.93
1293,2019-03-08,2743.07
1294,2019-03-11,2783.3
1295,2019-03-12,2791.52
1296,2019-03-13,2810.93
1297,2019-03-14,2808.48
1298,2019-03-15,2822.48
1299,2019-03-18,2832.94
1300,2019-03-19,2832.57
1301,2019-03-20,2824.23
1302,2019-03-21,2854.88
1303,2019-03-22,2800.71
1304,2019-03-25,2798.36
1305,2019-03-26,2818.46
1306,2019-03-27,2805.37
1307,2019-03-28,2815.44
1308,2019-03-29,2834.41
1309,2019-04-01,2867.19
1310,2019-04-02,2867.24
1311,2019-04-03,2873.4
1312,2019-04-04,2879.39
1313,2019-04-05,2892.74
1314,2019-04-08,2895.77
1315,2019-04-09,2878.2
1316,2019-04-10,2888.21
1317,2019-04-11,2888.32
1318,2019-04-12,2907.41
1319,2019-04-15,2905.58
1320,2019-04-16,2907.06
1321,2019-04-17,2900.47
1322,2019-04-18,2905.03
1323,2019-04-22,2907.97
1324,2019-04-23,2933.68
1325,2019-04-24,2927.25
1326,2019-04-25,2926.17
1327,2019-04-26,2939.88
1328,2019-04-29,2943.03
1329,2019-04-30,2945.83
1330,2019-05-01,2923.73
1331,2019-05-02,2917.52
1332,2019-05-03,2945.64
1333,2019-05-06,2932.47
1334,2019-05-07,2884.05
1335,2019-05-08,2879.42
1336,2019-05-09,2870.72
1337,2019-05-10,2881.4
1338,2019-05-13,2811.87
1339,2019-05-14,2834.41
1340,2019-05-15,2850.96
1341,2019-05-16,2876.32
1342,2019-05-17,2859.51
1343,2019-05-20,2840.23
1344,2019-05-21,2864.36
1345,2019-05-22,2856.27
1346,2019-05-23,2822.24
1347,2019-05-24,2826.06
1348,2019-05-28,2802.39
1349,2019-05-29,2783.02
1350,2019-05-30,2788.87
1351,2019-05-31,2752.06
1352,2019-06-03,2744.31
1353,2019-06-04,2803.27
1354,2019-06-05,2826.15
1355,2019-06-06,2843.49
1356,2019-06-07,2873.34
1357,2019-06-10,2886.73
1358,2019-06-11,2885.72
1359,2019-06-12,2879.84
1360,2019-06-13,2891.64
1361,2019-06-14,2886.99
1362,2019-06-17,2889.67
1363,2019-06-18,2917.75
1364,2019-06-19,2926.46
1365,2019-06-20,2954.18
1366,2019-06-21,2950.5
1367,2019-06-24,2945.35
1368,2019-06-25,2917.38
1369,2019-06-26,2913.78
1370,2019-06-27,2924.92
1371,2019-06-28,2941.76
1372,2019-07-01,2964.33
1373,2019-07-02,2973.01
1374,2019-07-03,2995.82
1375,2019-07-05,2990.41
1376,2019-07-08,2975.95
1377,2019-07-09,2979.63
1378,2019-07-10,2993.07
1379,2019-07-11,2999.91
1380,2019-07-12,3013.77
1381,2019-07-15,3014.3
1382,2019-07-16,3004.04
1383,2019-07-17,2984.42
1384,2019-07-18,2995.1
1385,2019-07-19,2976.61
1386,2019-07-22,2985.02
1387,2019-07-23,3005.47
1388,2019-07-24,3019.56
1389,2019-07-25,3003.67
1390,2019-07-26,3025.86
1391,2019-07-29,3020.97
1392,2019-07-30,3013.18
1393,2019-07-31,2980.36
1394,2019-08-01,2953.56
1395,2019-08-02,2932.05
1396,2019-08-05,2844.74
1397,2019-08-06,2881.77
1398,2019-08-07,2883.98
1399,2019-08-08,2938.09
1400,2019-08-09,2918.65
1401,2019-08-12,2882.69
1402,2019-08-13,2926.32
1403,2019-08-14,2840.6
1404,2019-08-15,2847.6
1405,2019-08-16,2888.68
1406,2019-08-19,2923.65
1407,2019-08-20,2900.52
1408,2019-08-21,2924.43
1409,2019-08-22,2922.95
1410,2019-08-23,2847.11
1411,2019-08-26,2878.38
1412,2019-08-27,2869.16
1413,2019-08-28,2887.94
1414,2019-08-29,2924.58
1415,2019-08-30,2926.46
1416,2019-09-03,2906.27
1417,2019-09-04,2937.78
1418,2019-09-05,2976.0
1419,2019-09-06,2978.71
1420,2019-09-09,2978.43
1421,2019-09-10,2979.39
1422,2019-09-11,3000.93
1423,2019-09-12,3009.57
1424,2019-09-13,3007.39
1425,2019-09-16,2997.96
1426,2019-09-17,3005.7
1427,2019-09-18,3006.73
1428,2019-09-19,3006.79
1429,2019-09-20,2992.07
1430,2019-09-23,2991.78
1431,2019-09-24,2966.6
1432,2019-09-25,2984.87
1433,2019-09-26,2977.62
1434,2019-09-27,2961.79
1435,2019-09-30,2976.74
1436,2019-10-01,2940.25
1437,2019-10-02,2887.61
1438,2019-10-03,2910.63
1439,2019-10-04,2952.01
1440,2019-10-07,2938.79
1441,2019-10-08,2893.06
1442,2019-10-09,2919.4
1443,2019-10-10,2938.13
1444,2019-10-11,2970.27
1445,2019-10-14,2966.15
1446,2019-10-15,2995.68
1447,2019-10-16,2989.69
1448,2019-10-17,2997.95
1449,2019-10-18,2986.2
1450,2019-10-21,3006.72
1451,2019-10-22,2995.99
1452,2019-10-23,3004.52
1453,2019-10-24,3010.29
1454,2019-10-25,3022.55
1455,2019-10-28,3039.42
1456,2019-10-29,3036.89
1457,2019-10-30,3046.77
1458,2019-10-31,3037.56
1459,2019-11-01,3066.91
1460,2019-11-04,3078.27
1461,2019-11-05,3074.62
1462,2019-11-06,3076.78
1463,2019-11-07,3085.18
1464,2019-11-08,3093.08
1465,2019-11-11,3087.01
1466,2019-11-12,3091.84
1467,2019-11-13,3094.04
1468,2019-11-14,3096.63
1469,2019-11-15,3120.46
1470,2019-11-18,3122.03
1471,2019-11-19,3120.18
1472,2019-11-20,3108.46
1473,2019-11-21,3103.54
1474,2019-11-22,3110.29
1475,2019-11-25,3133.64
1476,2019-11-26,3140.52
1477,2019-11-27,3153.63
1478,2019-11-29,3140.98
1479,2019-12-02,3113.87
1480,2019-12-03,3093.2
1481,2019-12-04,3112.76
1482,2019-12-05,3117.43
1483,2019-12-06,3145.91
1484,2019-12-09,3135.96
1485,2019-12-10,3132.52
1486,2019-12-11,3141.63
1487,2019-12-12,3168.57
1488,2019-12-13,3168.8
1489,2019-12-16,3191.45
1490,2019-12-17,3192.52
1491,2019-12-18,3191.14
1492,2019-12-19,3205.37
1493,2019-12-20,3221.23
1494,2019-12-23,3224.01
1495,2019-12-24,3223.38
1496,2019-12-26,3239.91
1497,2019-12-27,3240.02
1498,2019-12-30,3221.29
1499,2019-12-31,3230.78
1500,2020-01-02,3257.85
1501,2020-01-03,3234.85
1502,2020-01-06,3246.28
1503,2020-01-07,3237.18
1504,2020-01-08,3253.05
1505,2020-01-09,3274.7
1506,2020-01-10,3265.35
1507,2020-01-13,3288.13
1508,2020-01-14,3283.15
1509,2020-01-15,3289.29
1510,2020-01-16,3316.81
1511,2020-01-17,3329.62
1512,2020-01-21,3320.79
1513,2020-01-22,3321.75
1514,2020-01-23,3325.54
1515,2020-01-24,3295.47
1516,2020-01-27,3243.63
1517,2020-01-28,3276.24
1518,2020-01-29,3273.4
1519,2020-01-30,3283.66
1520,2020-01-31,3225.52
1521,2020-02-03,3248.92
1522,2020-02-04,3297.59
1523,2020-02-05,3334.69
1524,2020-02-06,3345.78
1525,2020-02-07,3327.71
1526,2020-02-10,3352.09
1527,2020-02-11,3357.75
1528,2020-02-12,3379.45
1529,2020-02-13,3373.94
1530,2020-02-14,3380.16
1531,2020-02-18,3370.29
1532,2020-02-19,3386.15
1533,2020-02-20,3373.23
1534,2020-02-21,3337.75
1535,2020-02-24,3225.89
1536,2020-02-25,3128.21
1537,2020-02-26,3116.39
1538,2020-02-27,2978.76
1539,2020-02-28,2954.22
1540,2020-03-02,3090.23
1541,2020-03-03,3003.37
1542,2020-03-04,3130.12
1543,2020-03-05,3023.94
1544,2020-03-06,2972.37
1545,2020-03-09,2746.56
1546,2020-03-10,2882.23
1547,2020-03-11,2741.38
1548,2020-03-12,2480.64
1549,2020-03-13,2711.02
1550,2020-03-16,2386.13
1551,2020-03-17,2529.19
1552,2020-03-18,2398.1
1553,2020-03-19,2409.39
1554,2020-03-20,2304.92
1555,2020-03-23,2237.4
1556,2020-03-24,2447.33
1557,2020-03-25,2475.56
1558,2020-03-26,2630.07
1559,2020-03-27,2541.47
1560,2020-03-30,2626.65
1561,2020-03-31,2584.59
1562,2020-04-01,2470.5
1563,2020-04-02,2526.9
1564,2020-04-03,2488.65
1565,2020-04-06,2663.68
1566,2020-04-07,2659.41
1567,2020-04-08,2749.98
1568,2020-04-09,2789.82
1569,2020-04-13,2761.63
1570,2020-04-14,2846.06
1571,2020-04-15,2783.36
1572,2020-04-16,2799.55
1573,2020-04-17,2874.56
1574,2020-04-20,2823.16
1575,2020-04-21,2736.56
1576,2020-04-22,2799.31
1577,2020-04-23,2797.8
1578,2020-04-24,2836.74
1579,2020-04-27,2878.48
1580,2020-04-28,2863.39
1581,2020-04-29,2939.51
1582,2020-04-30,2912.43
1583,2020-05-01,2830.71
1584,2020-05-04,2842.74
1585,2020-05-05,2868.44
1586,2020-05-06,2848.42
1587,2020-05-07,2881.19
1588,2020-05-08,2929.8
1589,2020-05-11,2930.19
1590,2020-05-12,2870.12
1591,2020-05-13,2820.0
1592,2020-05-14,2852.5
1593,2020-05-15,2863.7
1594,2020-05-18,2953.91
1595,2020-05-19,2922.94
1596,2020-05-20,2971.61
1597,2020-05-21,2948.51
1598,2020-05-22,2955.45
1599,2020-05-26,2991.77
1600,2020-05-27,3036.13
1601,2020-05-28,3029.73
1602,2020-05-29,3044.31
1603,2020-06-01,3055.73
1604,2020-06-02,3080.82
1605,2020-06-03,3122.87
1606,2020-06-04,3112.35
1607,2020-06-05,3193.93
1608,2020-06-08,3232.39
1609,2020-06-09,3207.18
1610,2020-06-10,3190.14
1611,2020-06-11,3002.1
1612,2020-06-12,3041.31
1613,2020-06-15,3066.59
1614,2020-06-16,3124.74
1615,2020-06-17,3113.49
1616,2020-06-18,3115.34
1617,2020-06-19,3097.74
1618,2020-06-22,3117.86
1619,2020-06-23,3131.29
1620,2020-06-24,3050.33
1621,2020-06-25,3083.76
1622,2020-06-26,3009.05
1623,2020-06-29,3053.24
1624,2020-06-30,3100.29
1625,2020-07-01,3115.86
1626,2020-07-02,3130.01
1627,2020-07-06,3179.72
1628,2020-07-07,3145.32
1629,2020-07-08,3169.94
1630,2020-07-09,3152.05
1631,2020-07-10,3185.04
1632,2020-07-13,3155.22
1633,2020-07-14,3197.52
1634,2020-07-15,3226.56
1635,2020-07-16,3215.57
1636,2020-07-17,3224.73
1637,2020-07-20,3251.84
1638,2020-07-21,3257.3
1639,2020-07-22,3276.02
1640,2020-07-23,3235.66
1641,2020-07-24,3215.63
1642,2020-07-27,3239.41
1643,2020-07-28,3218.44
1644,2020-07-29,3258.44
1645,2020-07-30,3246.22
1646,2020-07-31,3271.12
1647,2020-08-03,3294.61
1648,2020-08-04,3306.51
1649,2020-08-05,3327.77
1650,2020-08-06,3349.16
1651,2020-08-07,3351.28
1652,2020-08-10,3360.47
1653,2020-08-11,3333.69
1654,2020-08-12,3380.35
1655,2020-08-13,3373.43
1656,2020-08-14,3372.85
1657,2020-08-17,3381.99
1658,2020-08-18,3389.78
1659,2020-08-19,3374.85
1660,2020-08-20,3385.51
1661,2020-08-21,3397.16
1662,2020-08-24,3431.28
1663,2020-08-25,3443.62
1664,2020-08-26,3478.73
1665,2020-08-27,3484.55
1666,2020-08-28,3508.01
1667,2020-08-31,3500.31
1668,2020-09-01,3526.65
1669,2020-09-02,3580.84
1670,2020-09-03,3455.06
1671,2020-09-04,3426.96
1672,2020-09-08,3331.84
1673,2020-09-09,3398.96
1674,2020-09-10,3339.19
1675,2020-09-11,3340.97
1676,2020-09-14,3383.54
1677,2020-09-15,3401.2
1678,2020-09-16,3385.49
1679,2020-09-17,3357.01
1680,2020-09-18,3319.47
1681,2020-09-21,3281.06
1682,2020-09-22,3315.57
1683,2020-09-23,3236.92
1684,2020-09-24,3246.59
1685,2020-09-25,3298.46
1686,2020-09-28,3351.6
1687,2020-09-29,3335.48
1688,2020-09-30,3345.51
1689,2020-10-01,3380.8
1690,2020-10-02,3348.42
1691,2020-10-05,3408.62
1692,2020-10-06,3360.95
1693,2020-10-07,3419.44
1694,2020-10-08,3446.83
1695,2020-10-09,3477.13
1696,2020-10-12,3534.22
1697,2020-10-13,3511.93
1698,2020-10-14,3488.67
1699,2020-10-15,3483.34
1700,2020-10-16,3483.81
1701,2020-10-19,3426.92
1702,2020-10-20,3443.12
1703,2020-10-21,3435.56
1704,2020-10-22,3453.49
1705,2020-10-23,3465.39
1706,2020-10-26,3400.97
1707,2020-10-27,3390.68
1708,2020-10-28,3271.03
1709,2020-10-29,3310.11
1710,2020-10-30,3269.96
1711,2020-11-02,3310.24
1712,2020-11-03,3369.16
1713,2020-11-04,3443.44
1714,2020-11-05,3510.45
1715,2020-11-06,3509.44
1716,2020-11-09,3550.5
1717,2020-11-10,3545.53
1718,2020-11-11,3572.66
1719,2020-11-12,3537.01
1720,2020-11-13,3585.15
1721,2020-11-16,3626.91
1722,2020-11-17,3609.53
1723,2020-11-18,3567.79
1724,2020-11-19,3581.87
1725,2020-11-20,3557.54
1726,2020-11-23,3577.59
1727,2020-11-24,3635.43
1728,2020-11-25,3629.65
1729,2020-11-27,3638.35
1730,2020-11-30,3621.63
1731,2020-12-01,3662.45
1732,2020-12-02,3669.01
1733,2020-12-03,3666.72
1734,2020-12-04,3699.12
1735,2020-12-07,3691.96
1736,2020-12-08,3702.25
1737,2020-12-09,3672.48
1738,2020-12-10,3668.05
1739,2020-12-11,3663.46
1740,2020-12-14,3647.49
1741,2020-12-15,3694.62
1742,2020-12-16,3701.17
1743,2020-12-17,3722.48
1744,2020-12-18,3709.76
1745,2020-12-21,3694.92
1746,2020-12-22,3687.27
1747,2020-12-23,3690.01
1748,2020-12-24,3703.06
1749,2020-12-28,3735.36
1750,2020-12-29,3727.04
1751,2020-12-30,3732.04
1752,2020-12-31,3756.07
1753,2021-01-04,3700.65
1754,2021-01-05,3726.86
1755,2021-01-06,3748.14
1756,2021-01-07,3803.79
1757,2021-01-08,3824.68
1758,2021-01-11,3799.61
1759,2021-01-12,3801.19
1760,2021-01-13,3809.84
1761,2021-01-14,3795.54
1762,2021-01-15,3768.25
1763,2021-01-19,3798.91
1764,2021-01-20,3851.85
1765,2021-01-21,3853.07
1766,2021-01-22,3841.47
1767,2021-01-25,3855.36
1768,2021-01-26,3849.62
1769,2021-01-27,3750.77
1770,2021-01-28,3787.38
1771,2021-01-29,3714.24
1772,2021-02-01,3773.86
1773,2021-02-02,3826.31
1774,2021-02-03,3830.17
1775,2021-02-04,3871.74
1776,2021-02-05,3886.81
1777,2021-02-08,3915.59
1778,2021-02-09,3911.24
1779,2021-02-10,3909.9
1780,2021-02-11,3916.34
1781,2021-02-12,3934.84
1782,2021-02-16,3932.59
1783,2021-02-17,3931.33
1784,2021-02-18,3913.97
1785,2021-02-19,3906.71
1786,2021-02-22,3876.49
1787,2021-02-23,3881.37
1788,2021-02-24,3925.43
1789,2021-02-25,3829.34
1790,2021-02-26,3811.15
1791,2021-03-01,3901.81
1792,2021-03-02,3870.29
1793,2021-03-03,3819.72
1794,2021-03-04,3768.47
1795,2021-03-05,3841.94
1796,2021-03-08,3821.29
1797,2021-03-09,3875.43
1798,2021-03-10,3898.77
1799,2021-03-11,3939.34
1800,2021-03-12,3943.34
1801,2021-03-15,3968.94
1802,2021-03-16,3962.71
1803,2021-03-17,3974.12
1804,2021-03-18,3915.46
1805,2021-03-19,3913.1
1806,2021-03-22,3940.59
1807,2021-03-23,3910.52
1808,2021-03-24,3889.14
1809,2021-03-25,3909.52
1810,2021-03-26,3974.54
1811,2021-03-29,3971.1
1812,2021-03-30,3958.55
1813,2021-03-31,3972.89
1814,2021-04-01,4019.87
1815,2021-04-05,4077.91
1816,2021-04-06,4073.94
1817,2021-04-07,4079.95
1818,2021-04-08,4097.17
1819,2021-04-09,4128.8
1820,2021-04-12,4127.99
1821,2021-04-13,4141.59
1822,2021-04-14,4124.66
1823,2021-04-15,4170.42
1824,2021-04-16,4185.47
1825,2021-04-19,4163.26
1826,2021-04-20,4134.94
1827,2021-04-21,4173.42
1828,2021-04-22,4134.98
1829,2021-04-23,4180.17
1830,2021-04-26,4187.62
1831,2021-04-27,4186.72
1832,2021-04-28,4183.18
1833,2021-04-29,4211.47
1834,2021-04-30,4181.17
1835,2021-05-03,4192.66
1836,2021-05-04,4164.66
1837,2021-05-05,4167.59
1838,2021-05-06,4201.62
1839,2021-05-07,4232.6
1840,2021-05-10,4202.23
1841,2021-05-11,4152.09
1842,2021-05-12,4063.04
1843,2021-05-13,4112.5
1844,2021-05-14,4173.85
1845,2021-05-17,4163.29
1846,2021-05-18,4127.83
1847,2021-05-19,4115.68
1848,2021-05-20,4159.12
1849,2021-05-21,4155.86
1850,2021-05-24,4197.05
1851,2021-05-25,4188.13
1852,2021-05-26,4195.99
1853,2021-05-27,4200.88
1854,2021-05-28,4204.1099
1855,2021-06-01,4202.04
1856,2021-06-02,4208.12
1857,2021-06-03,4192.85
1858,2021-06-04,4229.89
1859,2021-06-07,4226.52
1860,2021-06-08,4227.26
1861,2021-06-09,4219.55
1862,2021-06-10,4239.18
1863,2021-06-11,4247.44
1864,2021-06-14,4255.15
1865,2021-06-15,4246.59
1866,2021-06-16,4223.7
1867,2021-06-17,4221.86
1868,2021-06-18,4166.45
1869,2021-06-21,4224.79
1870,2021-06-22,4246.44
1871,2021-06-23,4241.84
1872,2021-06-24,4266.49
1873,2021-06-25,4280.7
1874,2021-06-28,4290.61
1875,2021-06-29,4291.8
1876,2021-06-30,4297.5
1877,2021-07-01,4319.94
1878,2021-07-02,4352.34
1879,2021-07-06,4343.54
1880,2021-07-07,4358.13
1881,2021-07-08,4320.82
1882,2021-07-09,4369.55
1883,2021-07-12,4384.63
1884,2021-07-13,4369.21
1885,2021-07-14,4374.3
1886,2021-07-15,4360.03
1887,2021-07-16,4327.16
1888,2021-07-19,4258.49
1889,2021-07-20,4323.06
1890,2021-07-21,4358.69
1891,2021-07-22,4367.48
1892,2021-07-23,4411.79
1893,2021-07-26,4422.3
1894,2021-07-27,4401.46
1895,2021-07-28,4400.64
1896,2021-07-29,4419.15
1897,2021-07-30,4395.26
1898,2021-08-02,4387.16
1899,2021-08-03,4423.15
1900,2021-08-04,4402.66
1901,2021-08-05,4429.1
1902,2021-08-06,4436.52
1903,2021-08-09,4432.35
1904,2021-08-10,4436.75
1905,2021-08-11,4447.7
1906,2021-08-12,4460.83
1907,2021-08-13,4468.0
1908,2021-08-16,4479.71
1909,2021-08-17,4448.08
1910,2021-08-18,4400.27
1911,2021-08-19,4405.8
1912,2021-08-20,4441.67
1913,2021-08-23,4479.53
1914,2021-08-24,4486.23
1915,2021-08-25,4496.19
1916,2021-08-26,4470.0
1917,2021-08-27,4509.37
1918,2021-08-30,4528.79
1919,2021-08-31,4524.03
1920,2021-09-01,4524.09
1921,2021-09-02,4536.96
1922,2021-09-03,4535.43
1923,2021-09-07,4520.03
1924,2021-09-08,4514.07
1925,2021-09-09,4493.28
1926,2021-09-10,4458.58
1927,2021-09-13,4468.73
1928,2021-09-14,4443.05
1929,2021-09-15,4480.7
1930,2021-09-16,4473.75
